BGGId,Name,Description,YearPublished,GameWeight,AvgRating,BayesAvgRating,StdDev,MinPlayers,MaxPlayers,ComAgeRec,LanguageEase,Kickstarted,ImagePath,Rank:boardgame,Rank:strategygames,Rank:abstracts,Rank:familygames,Rank:thematic,Rank:cgs,Rank:wargames,Rank:partygames,Rank:childrensgames,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
720,Fast Food Franchise,player compete start fast food corporation open new market launch advertising campaign build nationwide chain restaurant   winner player million dollar player leave game player bankruptfrom wikipediainitially game look like monopoly board space edge space control time land space control opponent pay moneythe inside board abstracted map united states fix quotcolor groupsquot control outer space quotmarketsquot major city usa need use inner map connect marketsconnecte market act like multiple color color group expansion middle map far strategic randomwhere monopoly game trade property fast food franchise game control inner map,1992,2.1714,6.32872,5.64834,1.51337,2,5,10,458,0,https://cf.geekdo-images.com/r1ijv4Osqm63DNNF-2qbQA__original/img/fLA68fRK80oSyuuHvDbKheoGsBs=/0x0/filters:format(jpeg)/pic359087.jpg,5960,1815,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
721,Oregon Trail,oregon trail recreate journey pioneer travel western s   s   certain extent roleplay game player cast role trail boss responsible shepherd party jumpingoff point ultimate destination   trail boss measure success relation player retain high percentage start wagon personnel stock arrive final destination,1981,2.25,5.39659,5.49363,1.43916,1,8,,,0,https://cf.geekdo-images.com/NUy8XENTk5AD7Na3N_iObQ__original/img/TpFJllCzIWLSPN-fZ-NeQ_kMK2Q=/0x0/filters:format(jpeg)/pic4022832.jpg,18739,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
723,The Uncanny X-Men Alert Adventure Game,player start eighteen xmen superhero strength endurance intelligence cheater power battle zone board populate card villain fight hero recruit special dice determine player hit battle goal game build team superhero use defeat villain point win game include detailed plastic figure xman,1992,1.5814,6.13641,5.59613,1.62963,2,4,8,48.5,0,https://cf.geekdo-images.com/CdyhkcY7j56QdJbEMJz8Ew__original/img/ASOkjONqqV8cBg70YcznZ2y8Xe8=/0x0/filters:format(jpeg)/pic183295.jpg,7570,21926,21926,21926,970,21926,21926,21926,21926,1,0,0,0,0,0,0,0
724,Chill: Black Morn Manor,player lay tile build black morn manor evil master reside   player role envoy need discover master identity find item vulnerable destroy master   player start minion attempt find influence item remove ground,1985,2.0588,5.98998,5.58952,1.40992,2,6,12,403,0,https://cf.geekdo-images.com/Qm51LFayDoKZaaT0eaXReQ__original/img/hG6wDA8Jc0NK9WYTJk6xuGhococ=/0x0/filters:format(jpeg)/pic3368.jpg,7864,21926,21926,21926,925,21926,21926,21926,21926,1,0,0,0,0,0,0,0
727,Chinese Civil War,game publish wargamer magazine issue   republish box game chinese civil war simple hexbase wargame conflict nationalist kuomintang kmt army communist people liberation army pla china      aim game captureretain control city game end   turnsgame feature include conventional nonconventional warfare communists national war zone kmt armies communist bases guerrilla supply artillery piece communiststhe game consist quot quot mapsheet   counter rulebook,1979,2.8571,5.8949,5.50535,1.5561,2,2,,43,0,https://cf.geekdo-images.com/Q6RTPOxjgvg1Q6Fo2uqiHQ__original/img/RHbE7eMlLiS9p7vGAzyKze4PO64=/0x0/filters:format(jpeg)/pic24818.jpg,17072,21926,21926,21926,21926,21926,3209,21926,21926,0,0,1,0,0,0,0,0
728,The Sun Never Sets: Three Campaigns of the British Empire,sun set midtohigh complexity operational level game colonial war fight british th century   include separate game quotmarch pekingquot quotzulu warquot quotthe sudanquot   game include core set rule scenario scenariospecific rule unique game   optional rule add chrome complexity gamemarch peking depict anglofrench attack china   force open european trade   special rule allow veteran chinese hunan army engage fight taiping rebel march peking reliefzulu war depict british campaign   zulus south africathe sudan cover separate campaign   mahdist uprising sudan defence khartoum   recapture sudan game consist rule quot x quot map   counter,1997,2.8571,7.02128,5.53331,1.49807,2,2,12,468,0,https://cf.geekdo-images.com/4oAj4Wroy-WfXbfAeMzvPQ__original/img/uIMm400-Ukz-wHoZXlVfJMAkuac=/0x0/filters:format(jpeg)/pic477287.jpg,12384,21926,21926,21926,21926,21926,2252,21926,21926,0,0,1,0,0,0,0,0
730,Breakout: Normandy,quotbreakout normandyquot complex twoplayer wargame allied invasion france world war    game concentrate initial landing subsequent breakout attempt   german player try prevent successful allied landing fail contain beachhead   allied player win establish beachhead well successfully break land areathe mapboard depict normandy area initial landing take place   unit regiment brigade represent infantry airborne armour artillery antitank antiaircraft unitsthe game use areaimpulse system storm arnhem thunder cassino turn point stalingrad,1992,3.3913,7.68664,6.28862,1.5552,2,2,14.55555556,251.8,0,https://cf.geekdo-images.com/9NYEKmPccsWVxyaOlracbg__original/img/8throOJoHy1FQ56akF1FlbferEk=/0x0/filters:format(jpeg)/pic5069218.jpg,1503,21926,21926,21926,21926,21926,68,21926,21926,0,0,1,0,0,0,0,0
731,Escape from New York,quotsnake think deadquot modest board game base john carpenter movie cast player snake plissken excon send rescue mission giant prison know new york city player begin weapon equipment card help fight enemy find clue card lose fight gain landmark space turn match clue card corresponding location rescue president important tape escape need find glider map fieldsfan movie enjoy chance encounter slag brain cabbie maggie duke romero opporutnity gain ally game player win obtain tape foremost fail   president game faithful movie player find mirror scene movie game,1981,1.5,5.54747,5.49453,1.66262,2,4,13,473,0,https://cf.geekdo-images.com/SRebI2lWQmP_Mnq0ox0vsw__original/img/Uqq0qQ51JkAfBU6x1HuXTuLkNhg=/0x0/filters:format(jpeg)/pic132212.jpg,18622,21926,21926,21926,1155,21926,21926,21926,21926,1,0,0,0,0,0,0,0
736,San Francisco,game set san francisco great earthquake player charge rebuild city   board fairly straightforward affair matrix randomly populate build tile   player compete auction right place possession rod tile clear plurality establish tile score player   number different auction sequential money bid akin high society blind bidding building type clash determine money bid akin basari blind influence point bid like bid cancel akin rajhol der geier   set number turn building erect player high point total win,2000,2.5714,6.18419,5.6092,1.16204,3,5,,256,0,https://cf.geekdo-images.com/8klr-g4FS7Mk20-gNLEOjw__original/img/LyBTqY6V7t-VBO8DHzjMZxIO4xQ=/0x0/filters:format(jpeg)/pic87995.jpg,7050,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
740,Rio Grande:  The Battle of Valverde,rio grande include insert game issue   strategy amp tactic magazinerio grande mid complexity tactical level wargame cover battle valverde fight new mexico territory february    union force new mexico volunteer lead col edward canby confederate army new mexico texas trooper arizona volunteer lead brig gen henry sibley confederate offensive new mexico   game highlight cavalry vs infantry fighting    game include quot quot map depict area southern new mexico battle fight   diecut counter ruleserrata game find issue   lsquorsquostrategy amp tacticsrsquorsquo magazine,1991,3.4444,5.27797,5.48794,1.51993,2,2,,13,0,https://cf.geekdo-images.com/htIzS0nA4ej0EfEBXJi_Dw__original/img/ei1vbg-TXcIQyswpdq7lJYDB1P8=/0x0/filters:format(jpeg)/pic15334.jpg,19343,21926,21926,21926,21926,21926,3435,21926,21926,0,0,1,0,0,0,0,0
741,Trajan,trajan player wargame cover military campaign roman emperor marcus ulpius nerva trajan     ad game strategic scale unit represent roman parthian force ally mapsheet overlay hexagonal grid cover area correspond approximately modern day iraq iran kuwaitgame component consist mapsheet counter rule game chart,1991,3.2069,6.84542,5.58822,1.31135,2,2,14,8,0,https://cf.geekdo-images.com/zebJsGVz-lwAbARMV7H6KA__original/img/UT31L9jxfZUchdVAi7K3LFSiEK8=/0x0/filters:format(jpeg)/pic80868.jpg,7921,21926,21926,21926,21926,21926,1240,21926,21926,0,0,1,0,0,0,0,0
742,Germania,germania twoplayer wargame cover roman campaign germania game strategic scale unit represent roman legions barbarian war band allied troop mapsheet overlay hexagonal grid cover area operationgame consist   x   map   counter   page rule   random event chart,1995,2.9091,6.68206,5.54266,1.10721,2,2,,,0,https://cf.geekdo-images.com/-wP7x_KcIogZCEnQ0m7YRg__original/img/9I-8gl1BOgCtwLhBwuhTQOejs6Y=/0x0/filters:format(jpeg)/pic185440.jpg,11144,21926,21926,21926,21926,21926,2035,21926,21926,0,0,1,0,0,0,0,0
745,War of Resistance,box descriptionwar resistance detailed operational level game chronicle second sinojapanese conflict start july    tout true beginning world war ii   year war culmination decade aggressive japanese policy northern central china game cover conflict pearl harbor december   chinese theatre trivial inconsequential progress outcome world war ii global scale million soldier perish estimate   million chinese civilian die   million chinese leave homeless vast majority japanese ground combat support soldier engage china prevent use western ally pacific americas material dominance decisive factor contribute japanese demise japan doom failure chinese quagmire essential great understanding war pacificwestern nation tend ignore forget chinese contribution war effort indication western arrogance world war ii consider start september    july    chinese war effort far stellar enormous immensity conflict sap japanese war machine exhaustionwar resistance twoplayer game player represent military high command japanese force puppet ally fractured chinese military force japanese player force collapse chinese national resist chinese player cling survival entry western nation pacific war ensure ultimate victory japanese invader side maneuver force conduct combat attempt achieve goalsgame component     rule booklet     order battle booklet japanese chinese order battle     battle scenario booklet     quotfullsizedquot map map g g   quothalfquot map map g g     map overlay      counter sheet cs g   cs g     set chart      sixside die,1998,4.5,7.02576,5.55454,1.92608,2,2,,493,0,https://cf.geekdo-images.com/MkJM__5zEzoN7UiRptRhGw__original/img/m6ZGC82d_G9HWiZyQaFxg5ARyEw=/0x0/filters:format(jpeg)/pic44859.jpg,9979,21926,21926,21926,21926,21926,1687,21926,21926,0,0,1,0,0,0,0,0
746,"The Game of France, 1940: German Blitzkrieg in the West",quotfrance quot operational level simulation german invasion france    unit corp division important regiment brigade represent map cover germanfranco border part maginot line english channelthe game consist standard rule advanced rule incorporate complexity realism idiot rule simulate initial inflexibility allied command german allied order battle allow player experiment game balance explore quotwhat ifsquotthe game come detailed designer note give insight game design actual campaignthe incarnation game appear insert strategy amp tactic magazine    subsequently republish avalon hill box edition   counter include   blank   avalon hill edition,1972,2.7183,5.94646,5.57454,1.54597,2,2,13.25,1.75,0,https://cf.geekdo-images.com/2mMYr0OWPaEiZCgpxYqhqg__original/img/P5OfYBTmXk0lz0AXm9R3td6mI3I=/0x0/filters:format(jpeg)/pic12164.jpg,8643,21926,21926,21926,21926,21926,2284,21926,21926,0,0,1,0,0,0,0,0
747,Bitter Woods: The Battle of the Bulge,bitter wood midcomplexity wargame great german offensive dec   commonly know quotbattle bulgequot   map depict area operation ardenne area border germany france belgium luxemberg   prominent feature like road river city depict   hexagonal grid superimpose map regulate game play   hexagon   mile unit size brigade regiment   turn represent   hour real timegame feature include morale prominent leader blitzkrieg tactic german army boundary initial surprise allied air power moregame component include   x quot unmounted map   counter include marker page rulebook,1998,3.125,6.89859,5.65657,1.41969,2,2,16,13.33333333,0,https://cf.geekdo-images.com/NSG1L92XwEnnx7C5PQoe_Q__original/img/rKWzZ-_y80-akxxGLNVQZp7X4ms=/0x0/filters:format(jpeg)/pic255341.jpg,5761,21926,21926,21926,21926,21926,809,21926,21926,0,0,1,0,0,0,0,0
748,Trax,trax sitetrax player abstract strategy game loop line play flat surface board square tile straight curve rule trax simple place tile adjacent play colour track match objective loop line colour attempt stop opponent colour give trax strategic depth force play rule allow require multiple tile play turn,1980,2.1273,6.50334,5.73577,1.41808,2,2,8.8,556,0,https://cf.geekdo-images.com/JrEEuB3td3vMSMbgo6pdig__original/img/_lB1w5RG1DP_nkh2ig7xiv9d7ws=/0x0/filters:format(jpeg)/pic1053706.jpg,4525,21926,195,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
751,Minos,rule year ago crete rule minos son zeus europa   current civilization call ldquominoanrdquo   advanced civilization europethe game minos take time build trading empire cross mediterranean sea ship found new settlement trading centersaim gamethe game end city site settle city build   winner player high income point mark scale edge board   tie resolve favor player cash hand,1991,2.6667,6.40307,5.61854,1.3984,2,4,14,596,0,https://cf.geekdo-images.com/rveQwP4HjYmIYx62ECkK6Q__original/img/6odG3tR-8p24HYhm6te-YGjEyr4=/0x0/filters:format(jpeg)/pic247224.jpg,6758,1901,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
752,Maul of America,maul america beerandpretzel boardgame shopper try escape zombieinfeste shopping mall   player control zombie player control shopper try escape mallgame include   doubleside quot quot mapboard   zombie   shopper piece   deck card   sheet   card sheet   sheet sticker   sticker sheet   dice rulesdeck breakdown search    shopper    zombie  ,1998,1.5,4.72939,5.44578,1.83892,2,6,,3,0,https://cf.geekdo-images.com/Cy-CWcnzpVUVaq93Dz1evQ__original/img/HumVZdrhISLuIHSX5AFYWua_8c8=/0x0/filters:format(jpeg)/pic177928.jpg,21094,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
753,Panzerkrieg: von Manstein & HeeresGruppe Süd,panzerkrieg simplemid complexity operational level game military operation southern russia world war    game play map depict southern russia western border rumania poland west caucasus mountain east   unit basically german division russian corp multiple unit able merge form german corp russian army   game turn represent approximately   week real timegame rule include armoured exploitation leader supply combat reserve rail naval movement air power   axis satellite   game consist   separate scenario depict important operation   campaign gamethe game come rule quot quot mapboard   counter chart detailed scenario foldernote osg edition come   counter,1978,3.1282,6.45769,5.61579,1.66557,2,2,13.5,18.5,0,https://cf.geekdo-images.com/6Fd4l-xNbHtXOitsTRPLfQ__original/img/PT-_OIIRMRiEM7NMGio5Md7CdRk=/0x0/filters:format(jpeg)/pic147929.jpg,6845,21926,21926,21926,21926,21926,1254,21926,21926,0,0,1,0,0,0,0,0
